mapName,scenFile,agentNum,seed,shieldType,lacamLookahead,modelPath,useGPU,maxSteps,success,total_cost_true,total_cost_not_resting_at_goal,num_agents_at_goal,runtime,create_nn_data,forward_pass,cs-time
Berlin_1_256,data/scen-random/Berlin_1_256-random-1.scen,100,0,CS-PIBT,0,data/model/ssil_model.pt,True,3x,True,16987,16767,100,1.7405130863189697,0.39368629455566406,0.8782625198364258,0.2948338985443115
Berlin_1_256,data/scen-random/Berlin_1_256-random-1.scen,200,0,CS-PIBT,0,data/model/ssil_model.pt,True,3x,True,35796,35460,200,3.2261993885040283,1.1930828094482422,0.9782922267913818,0.7669203281402588
Berlin_1_256,data/scen-random/Berlin_1_256-random-1.scen,300,0,CS-PIBT,0,data/model/ssil_model.pt,True,3x,True,57613,54072,300,5.1415321826934814,2.5306787490844727,1.0470292568206787,1.207815408706665
Berlin_1_256,data/scen-random/Berlin_1_256-random-1.scen,400,0,CS-PIBT,0,data/model/ssil_model.pt,True,3x,True,77705,72455,400,8.084593534469604,4.850639820098877,1.162027359008789,1.6328420639038086
Berlin_1_256,data/scen-random/Berlin_1_256-random-1.scen,500,0,CS-PIBT,0,data/model/ssil_model.pt,True,3x,True,99035,89869,500,11.033843755722046,7.363133668899536,1.184147834777832,1.9779207706451416
Berlin_1_256,data/scen-random/Berlin_1_256-random-1.scen,600,0,CS-PIBT,0,data/model/ssil_model.pt,True,3x,True,120088,108225,600,13.511759042739868,9.3775794506073,1.1744039058685303,2.3844709396362305
Berlin_1_256,data/scen-random/Berlin_1_256-random-1.scen,700,0,CS-PIBT,0,data/model/ssil_model.pt,True,3x,True,143214,127662,700,16.742459774017334,12.173685550689697,1.2010459899902344,2.7370452880859375
Berlin_1_256,data/scen-random/Berlin_1_256-random-1.scen,800,0,CS-PIBT,0,data/model/ssil_model.pt,True,3x,True,167377,147626,800,19.41407608985901,14.409600496292114,1.1864948272705078,3.1326797008514404
Berlin_1_256,data/scen-random/Berlin_1_256-random-1.scen,900,0,CS-PIBT,0,data/model/ssil_model.pt,True,3x,True,188563,166475,900,23.222315549850464,17.73171353340149,1.2418577671051025,3.497760534286499
Berlin_1_256,data/scen-random/Berlin_1_256-random-1.scen,1000,0,CS-PIBT,0,data/model/ssil_model.pt,True,3x,True,210583,185865,1000,27.278151750564575,21.40361475944519,1.1806411743164062,3.8926994800567627
